subj,prop,obj,question,answers_list
The Bomb,author,Theodore Taylor,Who is the author of The Bomb?,"['Theodore Taylor', 'Theodore Langhans Taylor']"
For a Living,author,Peter Oresick,Who is the author of For a Living?,['Peter Oresick']
Page,author,Tamora Pierce,Who is the author of Page?,['Tamora Pierce']
Frost,author,Thomas Bernhard,Who is the author of Frost?,"['Thomas Bernhard', 'Nicolaas Thomas Bernhard']"
Mary Marston,author,George MacDonald,Who is the author of Mary Marston?,['George MacDonald']
Rose Hip Rose,author,Tooru Fujisawa,Who is the author of Rose Hip Rose?,"['Tooru Fujisawa', 'Tōru Fujisawa', 'Fujisawa Tōru', 'Toru Fujisawa', 'Fujisawa Toru', 'Tohru Fujisawa']"
My Story,author,Dannii Minogue,Who is the author of My Story?,['Dannii Minogue']
Eva,author,Peter Dickinson,Who is the author of Eva?,"['Peter Dickinson', 'Peter Malcolm de Brissac Dickinson', 'Hon. Peter Malcolm de Brissac Dickinson']"
Strain,author,Buronson,Who is the author of Strain?,['Buronson']
Josh,author,Ivan Southall,Who is the author of Josh?,"['Ivan Southall', 'Ivan Francis Southall', 'Ivan F.', 'Frank South', 'I. Southall', 'I Southall', 'Ivan F']"
Eden,author,Steve Carter,Who is the author of Eden?,['Steve Carter']
High Five,author,Janet Evanovich,Who is the author of High Five?,"['Janet Evanovich', 'Steffie Hall']"
Mars,author,Marc Hempel,Who is the author of Mars?,['Marc Hempel']
The Camp,author,Richard Brinsley Sheridan,Who is the author of The Camp?,"['Richard Brinsley Sheridan', 'Richard Brinsley Butler Sheridan']"
Dirt,author,Stuart Woods,Who is the author of Dirt?,['Stuart Woods']
With,author,Donald Harington,Who is the author of With?,"['Donald Harington', 'Donald Douglas Harington']"
Fallout: An American Nuclear Tragedy,author,Philip L. Fradkin,Who is the author of Fallout: An American Nuclear Tragedy?,"['Philip L. Fradkin', 'Philip Fradkin']"
Hollywood Arms,author,Carol Burnett,Who is the author of Hollywood Arms?,"['Carol Burnett', 'Carol Creighton Burnett']"
The Way It Came,author,Henry James,Who is the author of The Way It Came?,"['Henry James', 'Henricus James']"
The Process,author,Brion Gysin,Who is the author of The Process?,"['Brion Gysin', 'John Clifford Brian Gysin']"
Bear,author,Jamie Smart,Who is the author of Bear?,['Jamie Smart']
M,author,Peter Robb,Who is the author of M?,['Peter Robb']
Prosopography of the Later Roman Empire,author,Arnold Hugh Martin Jones,Who is the author of Prosopography of the Later Roman Empire?,"['Arnold Hugh Martin Jones', 'A. H. M. Jones', 'Hugo Jones', 'John Morris', 'John Robert Morris']"
Louis,author,Metaphrog,Who is the author of Louis?,['Metaphrog']
Fear,author,Stefan Zweig,Who is the author of Fear?,['Stefan Zweig']
The Burning,author,Stewart Conn,Who is the author of The Burning?,['Stewart Conn']
The Sword of Shibito,author,Hideyuki Kikuchi,Who is the author of The Sword of Shibito?,['Hideyuki Kikuchi']
Limitations,author,Scott Turow,Who is the author of Limitations?,"['Scott Turow', 'Scott Frederick Turow']"
The Aware,author,Glenda Larke,Who is the author of The Aware?,"['Glenda Larke', 'Glenda Noramly']"
She Is the Darkness,author,Glen Cook,Who is the author of She Is the Darkness?,"['Glen Cook', 'Greg Stevens', 'Glen Charles Cook']"
The Snake,author,Mickey Spillane,Who is the author of The Snake?,"['Mickey Spillane', 'Frank Morrison Spillane']"
Pen,author,David Marshall Grant,Who is the author of Pen?,['David Marshall Grant']
The Wedding,author,Danielle Steel,Who is the author of The Wedding?,"['Danielle Steel', 'Danielle Fernandes Dominique Schülein-Steel', 'Danielle Fernandes Dominique Schuelein-Steel']"
Spiral,author,Roderick Gordon,Who is the author of Spiral?,['Roderick Gordon']
Homeland,author,Cory Doctorow,Who is the author of Homeland?,"['Cory Doctorow', 'craphound', 'Cory Efram Doctorow']"
Sure of You,author,Armistead Maupin,Who is the author of Sure of You?,"['Armistead Maupin', 'Armistead Jones Maupin']"
Tam Lin,author,Pamela Dean,Who is the author of Tam Lin?,"['Pamela Dean', 'Pamela Collins Dean', 'Pamela Collins Dean Dyer-Bennet']"
To the Wedding,author,John Berger,Who is the author of To the Wedding?,"['John Berger', 'John Peter Berger']"
The Morning After,author,Katie Roiphe,Who is the author of The Morning After?,"['Katie Roiphe', 'Katherine Anne Roiphe', 'Katherine Roiphe']"
Spar,author,Kij Johnson,Who is the author of Spar?,['Kij Johnson']
Science-Fantasy Quintette,author,Ed Earl Repp,Who is the author of Science-Fantasy Quintette?,"['Ed Earl Repp', 'Bradnor Buckner', 'Edward Earl Repp']"
Ariel,author,Alexander Belyayev,Who is the author of Ariel?,"['Alexander Belyayev', 'Alexander Romanovich Belyaev']"
Sin,author,Zakhar Prilepin,Who is the author of Sin?,"['Zakhar Prilepin', 'Yevgeny Nikolayevich Prilepin']"
Gold,author,Chris Cleave,Who is the author of Gold?,['Chris Cleave']
Therapy,author,David Lodge,Who is the author of Therapy?,"['David Lodge', 'David John Lodge']"
The Best of Friends,author,Hugh Whitemore,Who is the author of The Best of Friends?,"['Hugh Whitemore', 'Hugh John Whitemore']"
Way Up High,author,Roger Zelazny,Who is the author of Way Up High?,"['Roger Zelazny', 'Roger Joseph Zelazny', 'Roger Joseph Christopher Zelazny', 'Harrison Denmark']"
Salvation,author,Steve Lyons,Who is the author of Salvation?,['Steve Lyons']
The Whole Family,author,William Dean Howells,Who is the author of The Whole Family?,"['Henry James', 'Henricus James', 'Alice Brown', 'William Dean Howells', 'William Howells', 'Elizabeth Jordan', 'Elizabeth Garver Jordan']"
Fear,author,Meg Cabot,Who is the author of Fear?,"['Meg Cabot', 'Patricia Cabot', 'Jenny Carroll', 'Meggin Patricia Cabot', 'Meggin Cabot', 'Heather Graham Pozzessere', 'Heather Graham', 'Shannon Drake']"
Weekend,author,William McIlvanney,Who is the author of Weekend?,['William McIlvanney']
Empire,author,H. Beam Piper,Who is the author of Empire?,"['H. Beam Piper', 'Henry Beam Piper', 'Horace Beam Piper', 'Herbert Beam Piper']"
Wireless,author,Charles Stross,Who is the author of Wireless?,"['Charles Stross', 'Charlie Stross']"
Doll,author,Mitsukazu Mihara,Who is the author of Doll?,['Mitsukazu Mihara']
Empire,author,Steven Saylor,Who is the author of Empire?,['Steven Saylor']
Time of Your Life,author,Steve Lyons,Who is the author of Time of Your Life?,['Steve Lyons']
The Disk,author,Jorge Luis Borges,Who is the author of The Disk?,"['Jorge Luis Borges', 'Jorge Francisco Isidoro Luis Borges', 'Chorche Louis Borches', 'Jorge Luis Borges Acevedo', 'Horhe Luis Borhes', 'J. L. Borges', 'H. Bustos Domecq', 'Khorkhe Luyis Borkhes', 'Borges', 'Jorge Francisco Isidoro Luis Borges Acevedo']"
One of the Family,author,Monica Dickens,Who is the author of One of the Family?,"['Monica Dickens', 'Monica Enid Dickens']"
A Planet for the President,author,Alistair Beaton,Who is the author of A Planet for the President?,['Alistair Beaton']
Hope,author,Mark Clapham,Who is the author of Hope?,"['Mark Clapham', 'Mark  Clapham']"
Bad Habits,author,Terrence McNally,Who is the author of Bad Habits?,['Terrence McNally']
One Power,author,Robert Jordan,Who is the author of One Power?,"['Robert Jordan', 'James Oliver Rigney, Jr.']"
In High Places,author,Harry Turtledove,Who is the author of In High Places?,"['Harry Turtledove', 'Dan Chernenko', 'Eric G. Iverson', 'Mark Gordian', 'H.N. Turteltaub', 'Harry Norman Turtledove']"
Ping,author,Samuel Beckett,Who is the author of Ping?,"['Samuel Beckett', 'Samuel Barclay Beckett', 'Andrew Belis', 'Sam Beckett', 'Sa-miao-erh Pei-kʻo-tʻe', 'Samuel Beḳeṭ']"
Point of View,author,Isaac Asimov,Who is the author of Point of View?,"['Isaac Asimov', 'Isaak Osimov', 'Paul French', 'Asimov', 'Isaak Ozimov']"
The Wild,author,Whitley Strieber,Who is the author of The Wild?,"['Whitley Strieber', 'Louis Whitley Strieber']"
Question,author,Isaac Asimov,Who is the author of Question?,"['Isaac Asimov', 'Isaak Osimov', 'Paul French', 'Asimov', 'Isaak Ozimov']"
Old Money,author,Wendy Wasserstein,Who is the author of Old Money?,['Wendy Wasserstein']
A Darker Domain,author,Val McDermid,Who is the author of A Darker Domain?,['Val McDermid']
The State,author,Franz Oppenheimer,Who is the author of The State?,['Franz Oppenheimer']
Lord,author,Buronson,Who is the author of Lord?,['Buronson']
Abel,author,Vittorio Alfieri,Who is the author of Abel?,"['Vittorio Alfieri', 'Count Vittorio Alfieri']"
The Lab,author,Jack Heath,Who is the author of The Lab?,['Jack Heath']
Señor Saint,author,Leslie Charteris,Who is the author of Señor Saint?,"['Leslie Charteris', 'Leslie Charles Bowyer-Yin']"
Eclipse,author,James Swallow,Who is the author of Eclipse?,['James Swallow']
Far Out,author,Damon Knight,Who is the author of Far Out?,"['Damon Knight', 'Damon Francis Knight', 'Stuart Fleming', 'Conanight']"
Precisely,author,Harold Pinter,Who is the author of Precisely?,['Harold Pinter']
The True Deceiver,author,Tove Jansson,Who is the author of The True Deceiver?,"['Tove Jansson', 'Tove Marika Jansson', 'Tove M. Jansson']"
Timeless,author,Gail Carriger,Who is the author of Timeless?,['Gail Carriger']
The Idea,author,Frans Masereel,Who is the author of The Idea?,"['Frans Masereel', 'Mai-sui-lai-le', 'Frants Maserel', 'Frans Masareel', 'Fa-lang-shih Mai-sui-lai-le', 'Masereel', 'Frans Maserell']"
Facing the Future,author,Tim LaHaye,Who is the author of Facing the Future?,"['Tim LaHaye', 'Timothy LaHaye', 'Timothy F. ""Tim"" LaHaye', 'Timothy Francis LaHaye', 'Tim Francis LaHaye']"
First Law,author,Isaac Asimov,Who is the author of First Law?,"['Isaac Asimov', 'Isaak Osimov', 'Paul French', 'Asimov', 'Isaak Ozimov']"
The Secret,author,Mike Richardson,Who is the author of The Secret?,['Mike Richardson']
Passengers,author,Robert Silverberg,Who is the author of Passengers?,"['Robert Silverberg', 'Dozens']"
Line,author,Israel Horovitz,Who is the author of Line?,['Israel Horovitz']
From Time to Time,author,Jack Finney,Who is the author of From Time to Time?,"['Jack Finney', 'Walter Braden Finney', 'John Finney']"
The Boy Who Reversed Himself,author,William Sleator,Who is the author of The Boy Who Reversed Himself?,"['William Sleator', 'William Warner Sleator III']"
Home Free!,author,Lanford Wilson,Who is the author of Home Free!?,['Lanford Wilson']
The Squirrel Wife,author,Philippa Pearce,Who is the author of The Squirrel Wife?,"['Philippa Pearce', 'Ann Philippa Pearce']"
Options,author,Robert Sheckley,Who is the author of Options?,['Robert Sheckley']
Moving Day,author,Ralph Fletcher,Who is the author of Moving Day?,['Ralph Fletcher']
Proof,author,Riley Rossmo,Who is the author of Proof?,['Riley Rossmo']
Hospital,author,Toby Litt,Who is the author of Hospital?,['Toby Litt']
Underground,author,Suelette Dreyfus,Who is the author of Underground?,['Suelette Dreyfus']
Nabokov's Butterflies,author,Brian Boyd,Who is the author of Nabokov's Butterflies?,"['Brian Boyd', 'Brian David Boyd']"
The Fighting Ground,author,Avi,Who is the author of The Fighting Ground?,"['Avi', 'Edward Irving Wortis']"
August,author,Gerard Woodward,Who is the author of August?,['Gerard Woodward']
Rebellion,author,Joseph Roth,Who is the author of Rebellion?,"['Joseph Roth', 'Moses Joseph Roth']"
The Gray Cloth with Ten Percent White: A Ladies' Novel,author,Paul Scheerbart,Who is the author of The Gray Cloth with Ten Percent White: A Ladies' Novel?,"['Paul Scheerbart', 'Kuno Küfer', 'Scheerbart, Paul', 'Paul Carl Wilhelm Scheerbart', 'Paul Karl Wilhelm Scheerbart']"
The Second Coming,author,Walker Percy,Who is the author of The Second Coming?,['Walker Percy']
Kite,author,Melvin Burgess,Who is the author of Kite?,['Melvin Burgess']
Real World,author,Natsuo Kirino,Who is the author of Real World?,['Natsuo Kirino']
America's Secret War,author,George Friedman,Who is the author of America's Secret War?,['George Friedman']
Death,author,Woody Allen,Who is the author of Death?,"['Woody Allen', 'Allan Stewart Konigsberg', 'Allen Stewart Konigsberg', 'Heywood Allen']"
Deadline,author,Seanan McGuire,Who is the author of Deadline?,"['Seanan McGuire', 'Mira Grant']"
Stronghold,author,Melanie Rawn,Who is the author of Stronghold?,"['Melanie Rawn', 'Melanie Robin Rawn']"
Black,author,Joyce Carol Oates,Who is the author of Black?,['Joyce Carol Oates']
Take a Good Look,author,Jacqueline Wilson,Who is the author of Take a Good Look?,"['Jacqueline Wilson', 'Dame Jacqueline Wilson']"
At Night,author,Franz Kafka,Who is the author of At Night?,"['Franz Kafka', 'František Kafka', 'Kafka']"
The Test,author,Mary Tappan Wright,Who is the author of The Test?,['Mary Tappan Wright']
Darkness,author,Bharati Mukherjee,Who is the author of Darkness?,['Bharati Mukherjee']
Now and Then,author,Joseph Heller,Who is the author of Now and Then?,['Joseph Heller']
New Lands,author,Charles Fort,Who is the author of New Lands?,"['Charles Fort', 'Charles Hoy Fort']"
Chelsea on the Edge,author,Davi Napoleon,Who is the author of Chelsea on the Edge?,['Davi Napoleon']
The Calder Game,author,Blue Balliett,Who is the author of The Calder Game?,['Blue Balliett']
Invasion,author,Dean Koontz,Who is the author of Invasion?,"['Dean Koontz', 'Dean Ray Koontz', 'Aaron Wolfe', 'Brian Coffey', 'David Axton', 'Deanna Dwyer', 'John Hill', 'K.R. Dwyer', 'Leigh Nichols', 'Anthony North', 'Owen West', 'Richard Paige']"
Gold,author,Isaac Asimov,Who is the author of Gold?,"['Isaac Asimov', 'Isaak Osimov', 'Paul French', 'Asimov', 'Isaak Ozimov']"
East,author,Steven Berkoff,Who is the author of East?,"['Steven Berkoff', 'Leslie Steven Berkoff']"
Christine,author,Elizabeth von Arnim,Who is the author of Christine?,"['Elizabeth von Arnim', 'Mary Annette Beauchamp', 'Alice Cholmondeley', 'Countess Elizabeth Mary Russell', 'Elizabeth']"
Men and Women,author,David Belasco,Who is the author of Men and Women?,['David Belasco']
One More Time,author,Carol Burnett,Who is the author of One More Time?,"['Carol Burnett', 'Carol Creighton Burnett']"
Glasses,author,Henry James,Who is the author of Glasses?,"['Henry James', 'Henricus James']"
The Arrangement,author,Elia Kazan,Who is the author of The Arrangement?,"['Elia Kazan', 'Elias Kazantzoglou']"
Memoir,author,John McGahern,Who is the author of Memoir?,"['John McGahern', 'Sean']"
No Future,author,Paul Cornell,Who is the author of No Future?,"['Paul Cornell', 'Paul Douglas Cornell']"
Easy Go,author,Michael Crichton,Who is the author of Easy Go?,"['Michael Crichton', 'John Michael Crichton', 'Michael Douglas', 'Jeffery Hudson', 'John Lange']"
Smash,author,Garson Kanin,Who is the author of Smash?,['Garson Kanin']
The Deep,author,Isaac Asimov,Who is the author of The Deep?,"['Isaac Asimov', 'Isaak Osimov', 'Paul French', 'Asimov', 'Isaak Ozimov']"
About Time,author,Paul Davies,Who is the author of About Time?,"['Paul Davies', 'Paul Charles William Davies']"
Youth,author,Isaac Asimov,Who is the author of Youth?,"['Isaac Asimov', 'Isaak Osimov', 'Paul French', 'Asimov', 'Isaak Ozimov']"
The Mystery of the Missing Necklace,author,Enid Blyton,Who is the author of The Mystery of the Missing Necklace?,"['Enid Blyton', 'Enid Mary Blyton', 'Mary Pollock']"
Love's Welcome at Bolsover,author,Ben Jonson,Who is the author of Love's Welcome at Bolsover?,"['Ben Jonson', 'Benjamin Jonson']"
Cross My Heart and Hope to Spy,author,Ally Carter,Who is the author of Cross My Heart and Hope to Spy?,"['Ally Carter', 'Sarah Leigh Fogleman']"
Silence,author,Moira Buffini,Who is the author of Silence?,['Moira Buffini']
Stanley,author,Pam Gems,Who is the author of Stanley?,['Pam Gems']
The Mahdi,author,A. J. Quinnell,Who is the author of The Mahdi?,"['A. J. Quinnell', 'A.J. Quinnell', 'A J Quinnell', 'AJ Quinnell', 'A.J. Quinnel', 'Philip Nicholson']"
Norma,author,Henrik Ibsen,Who is the author of Norma?,"['Henrik Ibsen', 'Henrik Johan Ibsen', 'Henrich Johan Ibsen', 'Henrich Ibsen']"
Broadway,author,Philip Dunning,Who is the author of Broadway?,"['George Abbott', 'George Francis Abbott', 'Philip Dunning', 'Philip Hart Dunning']"
The Fruits of Enlightenment,author,Leo Tolstoy,Who is the author of The Fruits of Enlightenment?,"['Leo Tolstoy', 'Tolstoi', 'Tolstoy', 'Lev Nikolaevich, graf Tolstoĭ', 'Lev Nikolayevich, Count Tolstoy', 'Count Lev Tolstoy', 'Leo, graf Tolstoy', 'Lev, Count Tolstoy', 'Lev, graf Tolsztoj', 'Лев Николаевич,', 'c граф Толстой', 'Lew, graf Tolstoi', 'Lev Nikolaevich Tolstoy', 'Lev Tolstoy', 'Count Leo Tolstoy']"
Ally,author,Karen Traviss,Who is the author of Ally?,['Karen Traviss']
Baby,author,Kirsten Thorup,Who is the author of Baby?,['Kirsten Thorup']
Mortal,author,Ted Dekker,Who is the author of Mortal?,"['Ted Dekker', 'Theodore R. Dekker', 'Tosca Lee']"
Weapon,author,Robert Mason,Who is the author of Weapon?,"['Robert Mason', 'Robert C. Mason']"
The Wicked Witch of Oz,author,Rachel Cosgrove Payes,Who is the author of The Wicked Witch of Oz?,"['Rachel Cosgrove Payes', 'Rachel Ruth Cosgrove Payes']"
The Pickup,author,Nadine Gordimer,Who is the author of The Pickup?,['Nadine Gordimer']
Growing Up,author,Russell Baker,Who is the author of Growing Up?,"['Russell Baker', 'Russell Wayne Baker']"
Burn,author,James Patrick Kelly,Who is the author of Burn?,"['James Patrick Kelly', 'James Kelly']"
Strangers,author,Taichi Yamada,Who is the author of Strangers?,['Taichi Yamada']
Time to Come,author,August Derleth,Who is the author of Time to Come?,"['August Derleth', 'August William Derleth', 'August W. Derleth']"
Match,author,Stephen Belber,Who is the author of Match?,['Stephen Belber']
