subj,prop,obj,question,answers_list
Barbu Ștefănescu Delavrancea,place of birth,Bucharest,In what city was Barbu Ștefănescu Delavrancea born?,"['Bucharest', 'Little Paris', 'Paris of the East', 'București', 'Bucureşti', 'Bucuresti', 'Буцуреșти']"
Out of the Blue,genre,musical film,What genre is Out of the Blue?,"['musical film', 'musical movie']"
The Man with the Twisted Lip,director,Maurice Elvey,Who was the director of The Man with the Twisted Lip?,['Maurice Elvey']
Georgia,director,Ben Lewin,Who was the director of Georgia?,['Ben Lewin']
Wireless,author,Charles Stross,Who is the author of Wireless?,"['Charles Stross', 'Charlie Stross']"
Lillian Lawrence,occupation,actor,What is Lillian Lawrence's occupation?,"['actor', 'actress', 'actors', 'actresses']"
Carlo de' Medici,father,Ferdinando I de' Medici,Who is the father of Carlo de' Medici?,"[""Ferdinando I de' Medici"", 'granduca di Toscana Ferdinando I', 'Grand Duke of Tuscany Ferdinand I', 'Grand-Duke of Tuscany Ferdinando I', 'Ferdinando de, Grand-Duke of Tuscany Medici']"
Ug,author,Raymond Briggs,Who is the author of Ug?,"['Raymond Briggs', 'Raymond Redvers Briggs']"
A Lover's Return,director,Christian-Jaque,Who was the director of A Lover's Return?,"['Christian-Jaque', 'Christian Maudet']"
The Bet,screenwriter,Gavin O'Connor,Who was the screenwriter for The Bet?,"[""Gavin O'Connor""]"
Richard Franck,occupation,composer,What is Richard Franck's occupation?,"['composer', 'pianist']"
Colombian Cycling Federation,sport,cycle sport,What sport does Colombian Cycling Federation play?,"['cycle sport', 'bicycle sport', 'bike sport', 'cycling sport', 'sport cycling', 'sports cycling', 'cycling sports']"
Richard,director,Harry Hurwitz,Who was the director of Richard?,['Harry Hurwitz']
Pierre-Antoine Paulo,religion,Catholic Church,What is the religion of Pierre-Antoine Paulo?,"['Catholic Church', 'Roman Catholic Church', 'Church', 'Roman Apostolic Catholic Church']"
Me First,producer,Fernando Ayala,Who was the producer of Me First?,['Fernando Ayala']
Bert Kelly,genre,jazz,What genre is Bert Kelly?,"['jazz', 'jazz music', 'jass', 'jas', 'jaz', 'Jazz']"
Frederick Berry,occupation,politician,What is Frederick Berry's occupation?,"['politician', 'political leader', 'political figure', 'polit.', 'pol']"
Antonio Álvarez Alonso,occupation,composer,What is Antonio Álvarez Alonso's occupation?,"['composer', 'pianist']"
Mutanda Kwesele,sport,association football,What sport does Mutanda Kwesele play?,"['association football', 'football', 'soccer']"
Jakob Friis-Hansen,sport,association football,What sport does Jakob Friis-Hansen play?,"['association football', 'football', 'soccer']"
Marc Herold Gracien,sport,association football,What sport does Marc Herold Gracien play?,"['association football', 'football', 'soccer']"
Azharullah,place of birth,Burewala,In what city was Azharullah born?,['Burewala']
Two,screenwriter,Werner Schroeter,Who was the screenwriter for Two?,['Werner Schroeter']
Mstislav Rostislavich,father,Rostislav I of Kiev,Who is the father of Mstislav Rostislavich?,['Rostislav I of Kiev']
Le grand soir,producer,Gustave de Kervern,Who was the producer of Le grand soir?,"['Gustave de Kervern', 'Gustave Kervern']"
Ice,author,Jacek Dukaj,Who is the author of Ice?,['Jacek Dukaj']
Afternoon,author,Ouida,Who is the author of Afternoon?,"['Ouida', 'Marie Louise de la Ramée', 'Marie Louise Ramé', 'Marie Louise de la Ramee', 'Marie Louise Rame']"
Mahaboboka,country,Madagascar,In what country is Mahaboboka?,"['Madagascar', 'mg', '🇲🇬', 'Republic of Madagascar', 'MAD']"
Ruth Hurmence Green,religion,atheism,What is the religion of Ruth Hurmence Green?,"['atheism', 'unbelief']"
The Way It Came,author,Henry James,Who is the author of The Way It Came?,"['Henry James', 'Henricus James']"
Kazuhiro Suzuki,place of birth,Tokyo,In what city was Kazuhiro Suzuki born?,"['Tokyo', 'Tōkyō', 'Tôkyô', 'Tokyo-to', 'Tokyo Metropolitan prefecture', 'Tōkyō-to', 'Tôkyô-to', 'Tokyo Metropolis', 'Tokio', 'Tokyo Prefecture']"
It's Not an All Night Fair,author,Pramoedya Ananta Toer,Who is the author of It's Not an All Night Fair?,['Pramoedya Ananta Toer']
Eggs,screenwriter,Bent Hamer,Who was the screenwriter for Eggs?,['Bent Hamer']
Hoppa högst,screenwriter,Astrid Lindgren,Who was the screenwriter for Hoppa högst?,"['Astrid Lindgren', 'Astrid Anna Emilia Lindgren']"
Calling You,author,Otsuichi,Who is the author of Calling You?,"['Otsuichi', 'Hirotaka Adachi']"
Obeakpu,country,Nigeria,In what country is Obeakpu?,"['Nigeria', 'Federal Republic of Nigeria', '🇳🇬', 'NG', 'FRN', 'NGA', 'NGR', 'Naija']"
The Debt,screenwriter,Krzysztof Krauze,Who was the screenwriter for The Debt?,['Krzysztof Krauze']
Klaus-Degenhard Schmidt,place of birth,Kiel,In what city was Klaus-Degenhard Schmidt born?,['Kiel']
Ontarjatra,screenwriter,Catherine Masud,Who was the screenwriter for Ontarjatra?,"['Catherine Masud', 'Wife of Tareque Masud', 'Tareque Masud']"
Western Jamboree,producer,Gene Autry,Who was the producer of Western Jamboree?,"['Smiley Burnette', 'Lester Alvin Burnett', 'Gene Autry', 'Orvon Grover Autry', 'Orvon Gene Autry', 'Jean Rouverol', 'Jean Rouverol Butler']"
Goreme,country,Bulgaria,In what country is Goreme?,"['Bulgaria', 'Republic of Bulgaria', 'bg', '🇧🇬', 'BUL', 'BGR']"
Ormai è fatta!,director,Enzo Monteleone,Who was the director of Ormai è fatta!?,['Enzo Monteleone']
Henry C Bailey JR,place of birth,Suffolk,In what city was Henry C Bailey JR born?,"['Suffolk', 'Suffolk, Virginia', 'Suffolk, VA']"
George Washington Owen,occupation,politician,What is George Washington Owen's occupation?,"['politician', 'political leader', 'political figure', 'polit.', 'pol']"
Corey Bramlet,place of birth,Wheatland,In what city was Corey Bramlet born?,"['Wheatland', 'Wheatland, Wyoming']"
Come and Get It,author,Edna Ferber,Who is the author of Come and Get It?,['Edna Ferber']
Let's Get Away from It All,composer,Matt Dennis,Who was the composer of Let's Get Away from It All?,"['Matt Dennis', 'Matthew Loveland Dennis']"
Scene,producer,BBC,Who was the producer of Scene?,"['BBC', 'the Beeb', 'British Broadcasting Corporation -- Records and correspondence', 'British Broadcasting Corporation']"
Deportivo San Pedro,sport,association football,What sport does Deportivo San Pedro play?,"['association football', 'football', 'soccer']"
Radik Zhaparov,sport,ski jumping,What sport does Radik Zhaparov play?,['ski jumping']
CBE SA,country,Ethiopia,In what country is CBE SA?,"['Ethiopia', 'Federal Democratic Republic of Ethiopia', 'et', '🇪🇹', 'ETH']"
Karl-Hans Riehm,place of birth,Konz,In what city was Karl-Hans Riehm born?,['Konz']
Konstanty Władysław Filip Sobieski,father,John III Sobieski,Who is the father of Konstanty Władysław Filip Sobieski?,"['John III Sobieski', 'Jan III Sobieski', 'King of Poland John Sobieski', 'King of Poland John III Sobieski', 'King of Poland Jan III', 'roi de Pologne Jean III', 'III Sobjeskis, Pokaralis Jans', 'King of Poland John III', 'King of Poland Jana III', 'Sobieski, re di Polonia Jan III', 'król Polski Jan III Sobieski', 'III Sobjeskis, Polijas karalis Jans']"
Trapped in a Forest Fire,screenwriter,Jacques Jaccard,Who was the screenwriter for Trapped in a Forest Fire?,['Jacques Jaccard']
The Betrayal,screenwriter,Oscar Micheaux,Who was the screenwriter for The Betrayal?,"['Oscar Micheaux', 'Oscar Devereaux Micheaux']"
Genoa,country,United States of America,In what country is Genoa?,"['United States of America', 'the United States of America', 'America', 'U.S.A.', 'USA', 'U.S.', 'US', 'the US', 'the USA', 'US of A', 'the United States', 'U. S. A.', 'U. S.', 'the States', 'the U.S.', ""'Merica"", 'U.S', 'United States', ""'Murica""]"
Postcard,screenwriter,Kaneto Shindō,Who was the screenwriter for Postcard?,"['Kaneto Shindō', 'Kaneto Shindo', 'Shindō Kaneto', 'Shindo Kaneto', 'Kaneto Shindou']"
Handles,author,Jan Mark,Who is the author of Handles?,"['Jan Mark', 'Janet Brisland', 'Janet Marjorie Mark']"
Love,screenwriter,Roscoe Arbuckle,Who was the screenwriter for Love?,"['Roscoe Arbuckle', 'Fatty Arbuckle', 'Roscoe Conkling Arbuckle', 'William Goodrich']"
Jon Eikemo,occupation,actor,What is Jon Eikemo's occupation?,"['actor', 'actress', 'actors', 'actresses']"
Vimolnaka Nabisi,father,Chulalongkorn,Who is the father of Vimolnaka Nabisi?,"['Chulalongkorn', 'Rama V']"
Cinema,producer,Tony Visconti,Who was the producer of Cinema?,"['Tony Visconti', 'Anthony Edward Visconti']"
Pirates of Malaysia,director,Umberto Lenzi,Who was the director of Pirates of Malaysia?,['Umberto Lenzi']
The Bet,screenwriter,Didier Bourdon,Who was the screenwriter for The Bet?,"['Didier Bourdon', 'Bernard Campan']"
Boquitas pintadas,screenwriter,Manuel Puig,Who was the screenwriter for Boquitas pintadas?,"['Manuel Puig', 'Juan Manuel Puig Delledonne']"
Masayoshi Nataniya,occupation,politician,What is Masayoshi Nataniya's occupation?,"['politician', 'political leader', 'political figure', 'polit.', 'pol']"
Israel Andrade,sport,basketball,What sport does Israel Andrade play?,"['basketball', 'hoops', 'b-ball', 'basket ball', 'BB', 'Basketball']"
Mane,director,Girish Kasaravalli,Who was the director of Mane?,['Girish Kasaravalli']
Tragic Hunt,screenwriter,Carlo Lizzani,Who was the screenwriter for Tragic Hunt?,"['Carlo Lizzani', 'Giuseppe De Santis', 'Michelangelo Antonioni', 'An-tung-ni-ao-ni']"
Colorado,producer,Joseph Kane,Who was the producer of Colorado?,"['Joseph Kane', 'Jasper Joseph Inman Kane']"
Emil Marschalk von Ostheim,place of birth,Bamberg,In what city was Emil Marschalk von Ostheim born?,"['Bamberg', 'Town of Bamberg']"
Krasen Trifonov,sport,association football,What sport does Krasen Trifonov play?,"['association football', 'football', 'soccer']"
The Test,producer,Harry S. Webb,Who was the producer of The Test?,['Harry S. Webb']
Rainbow,director,Mark Donskoy,Who was the director of Rainbow?,"['Mark Donskoy', 'Mark Semyonovich Donskoy']"
The Big Hangover,screenwriter,Norman Krasna,Who was the screenwriter for The Big Hangover?,['Norman Krasna']
Up Front,genre,hardcore punk,What genre is Up Front?,"['hardcore punk', 'hXc', 'Punk/HC', 'hardcore', 'Hardcore Punk']"
Alice,producer,Paulo Branco,Who was the producer of Alice?,['Paulo Branco']
Empire,author,Barry Kitson,Who is the author of Empire?,['Barry Kitson']
Celebration,composer,Harvey Schmidt,Who was the composer of Celebration?,"['Harvey Schmidt', 'Harvey Lester Schmidt']"
Earthbound,genre,science fiction film,What genre is Earthbound?,"['science fiction film', 'sci-fi film', 'science fiction movie', 'sci-fi movie', 'scifi film', 'scifi movie', 'sci fi film', 'sci fi movie', 'scifi-film', 'scifi']"
George Minor,occupation,composer,What is George Minor's occupation?,['composer']
Slim,director,Ray Enright,Who was the director of Slim?,['Ray Enright']
Baptiste Lecaplain,place of birth,Mortain,In what city was Baptiste Lecaplain born?,['Mortain']
Gniazdo,director,Jan Rybkowski,Who was the director of Gniazdo?,"['Jan Rybkowski', 'Jan Izydor Rybkowski']"
Pilot,screenwriter,Dan Fogelman,Who was the screenwriter for Pilot?,['Dan Fogelman']
The Wife,screenwriter,Tom Noonan,Who was the screenwriter for The Wife?,['Tom Noonan']
Just Like Us,director,Ahmed Ahmed,Who was the director of Just Like Us?,['Ahmed Ahmed']
Franghískos Papamanólis,place of birth,Ano Syros,In what city was Franghískos Papamanólis born?,['Ano Syros']
Plum Spooky,author,Janet Evanovich,Who is the author of Plum Spooky?,"['Janet Evanovich', 'Steffie Hall']"
The Distance,producer,Simon Climie,Who was the producer of The Distance?,['Simon Climie']
The Alternate,director,Sam Firstenberg,Who was the director of The Alternate?,['Sam Firstenberg']
Get Well Soon,screenwriter,Jean Becker,Who was the screenwriter for Get Well Soon?,['Jean Becker']
The Assassin,director,Elio Petri,Who was the director of The Assassin?,['Elio Petri']
John O'Brien,place of birth,Toomyvara,In what city was John O'Brien born?,"['Toomyvara', 'Toomevara']"
Royal Journey,genre,documentary film,What genre is Royal Journey?,"['documentary film', 'documentary movie', 'doc', 'film documentary', 'motion picture documentary', 'documentary', 'factual film']"
Colcu mac Domnaill,father,Domnall Ilchelgach,Who is the father of Colcu mac Domnaill?,"['Domnall Ilchelgach', 'Domnall mac Muirchertaig', 'Domnall mac Maic Ercae', ""Domnall 'Ilchegach', High King of Ireland""]"
Rash,author,Pete Hautman,Who is the author of Rash?,"['Pete Hautman', 'Peter Murray Hautman']"
The Morning After,author,Katie Roiphe,Who is the author of The Morning After?,"['Katie Roiphe', 'Katherine Anne Roiphe', 'Katherine Roiphe']"
Tommy Greer,sport,basketball,What sport does Tommy Greer play?,"['basketball', 'hoops', 'b-ball', 'basket ball', 'BB', 'Basketball']"
L.A.,producer,Neil Young,Who was the producer of L.A.?,"['Neil Young', 'Neil Percival Young', 'Shakey', 'Godfather of Grunge', 'Neil Percival Kenneth Robert Ragland Young']"
Recreation,screenwriter,Charlie Chaplin,Who was the screenwriter for Recreation?,"['Charlie Chaplin', 'Charles Spencer Chaplin', 'Charles Chaplin', 'Sir Charles Spencer Chaplin']"
State of the Art,author,Pauline Kael,Who is the author of State of the Art?,['Pauline Kael']
The Castle,screenwriter,Franz Kafka,Who was the screenwriter for The Castle?,"['Franz Kafka', 'František Kafka', 'Kafka']"
Bridge,genre,J-pop,What genre is Bridge?,"['J-pop', 'Japanese pop', 'jpop']"
Deadline,author,Seanan McGuire,Who is the author of Deadline?,"['Seanan McGuire', 'Mira Grant']"
West,genre,rock music,What genre is West?,"['rock music', 'rock and roll', 'rock', 'Rock']"
The Take,genre,punk rock,What genre is The Take?,"['punk rock', 'punk', 'punk music']"
Weight Loss,author,Upamanyu Chatterjee,Who is the author of Weight Loss?,['Upamanyu Chatterjee']
California,director,Michele Lupo,Who was the director of California?,['Michele Lupo']
Milan,country,United States of America,In what country is Milan?,"['United States of America', 'the United States of America', 'America', 'U.S.A.', 'USA', 'U.S.', 'US', 'the US', 'the USA', 'US of A', 'the United States', 'U. S. A.', 'U. S.', 'the States', 'the U.S.', ""'Merica"", 'U.S', 'United States', ""'Murica""]"
Business is business,author,Octave Mirbeau,Who is the author of Business is business?,"['Octave Mirbeau', 'Mirbeau', 'Octave Henri Marie Mirbeau']"
Désiré,screenwriter,Sacha Guitry,Who was the screenwriter for Désiré?,"['Sacha Guitry', 'Jacques Lorcey', 's. guitry']"
On Acting,author,Laurence Olivier,Who is the author of On Acting?,"['Laurence Olivier', 'Baron Olivier of Brighton', 'The Lord Olivier']"
Egbert van der Poel,place of birth,Delft,In what city was Egbert van der Poel born?,['Delft']
Souls,author,Joanna Russ,Who is the author of Souls?,['Joanna Russ']
Empire,screenwriter,Alexander Sokurov,Who was the screenwriter for Empire?,"['Alexander Sokurov', 'Aleksandr Sokurov', 'Aleksandr Sokoerov', 'A. Sokurov', 'Alexander Nikolayevich Sokurov']"
Jean-Georges Lefranc de Pompignan,place of birth,Montauban,In what city was Jean-Georges Lefranc de Pompignan born?,"['Montauban', 'Rive-Civique']"
state,religion,Catholic Church,What is the religion of state?,"['Catholic Church', 'Roman Catholic Church', 'Church', 'Roman Apostolic Catholic Church']"
Berkeley,producer,Bobby Roth,Who was the producer of Berkeley?,"['Bobby Roth', 'Robert Jay ""Bobby"" Roth']"
The Gathering,author,Isobelle Carmody,Who is the author of The Gathering?,"['Isobelle Carmody', 'Isobelle Jane Carmody']"
Erotikon,screenwriter,Mauritz Stiller,Who was the screenwriter for Erotikon?,['Mauritz Stiller']
Renegade's Magic,author,Robin Hobb,Who is the author of Renegade's Magic?,"['Robin Hobb', 'Margaret Astrid Lindholm Ogden', 'Megan Lindholm', 'Margaret Astrid Lindholm']"
Geert Brusselers,place of birth,Eindhoven,In what city was Geert Brusselers born?,"['Eindhoven', 'Eindhoven, North Brabant']"
Władysław Sławny,occupation,photographer,What is Władysław Sławny's occupation?,"['photographer', 'photog', 'photographers']"
Srednekansky District,capital,Seymchan,What is the capital of Srednekansky District?,['Seymchan']
Report,genre,experimental film,What genre is Report?,"['experimental film', 'avant-garde film', 'experimental cinema']"
The Merry Men and Other Tales and Fables,author,Robert Louis Stevenson,Who is the author of The Merry Men and Other Tales and Fables?,"['Robert Louis Stevenson', 'Robert Lewis Balfour Stevenson', 'Robert Luis Stivensoni', 'Shih-ti-wen-sheng', 'Stivenson', 'Robert Loui Sitivensin', 'Robert Louis Balfour Stevenson', 'Robert Lui Stivenson', 'RL Stivenson', 'RL Stevenson', 'RLS']"
