category,word,question,generated,expected
author,Kirsten Thorup,Who is the author of Baby?,"I couldn't find any information on a well-known book called ""Baby"" written by Kirsten Thorup.",Kirsten Thorup
director,William Churchill deMille,Who was the director of Men and Women?,"I couldn't find any information about a film called ""Men and Women"" directed by William Churchill deMille.",William Churchill deMille
composer,Jimmy Webb,Who was the composer of Voices?,"Jimmy Webb was the composer of ""Voices"".",Jimmy Webb
genre,telenovela,What genre is Piel?,"The genre of the telenovela ""Piel"" is a Mexican drama.",telenovela
director,Walter West,Who was the director of The Answer?,"I'm not aware of any information about a person named Walter West directing a film called ""The Answer"".",Walter West
place of birth,Haarlem,In what city was Hendrik Gerritsz Pot born?,I couldn't find any information on a person named Hendrik Gerritsz Pot in the provided context.,Haarlem
director,Todd Field,Who was the director of Delivering?,"I couldn't find any information about a film called ""Delivering"" directed by Todd Field.",Todd Field
occupation,actor,What is Pathit Pisitkul's occupation?,Pathit Pisitkul's occupation is an actor.,actor
director,Manuel Romero,Who was the director of Women Who Work?,I do not have information on a film called Women Who Work.,Manuel Romero
producer,Dean Shek,Who was the producer of It Takes Two?,I couldn't find any information about a person named Dean Shek being the producer of It Takes Two.,Dean Shek
director,John Cromwell,Who was the director of The Mighty?,The director of The Mighty was Peter Weir.,John Cromwell
author,Katherine Kurtz,Who is the author of The Bishop's Heir?,Katherine Kurtz is the author of The Bishop's Heir.,Katherine Kurtz
place of birth,Reed City,In what city was Thomas D. Schall born?,I couldn't find any information on Thomas D. Schall's birthplace in the provided context.,Reed City
sport,association football,What sport does Jeffrey Aubynn play?,I cannot verify what sport Jeffrey Aubynn plays.,association football
sport,association football,What sport does Luis Eduardo Maldonado play?,I couldn't find any information about a person named Luis Eduardo Maldonado playing association football.,association football
capital,Gaoua,What is the capital of Poni Province?,The capital of Poni Province is Gaoua.,Gaoua
occupation,civil engineer,What is Jack Mackenzie's occupation?,I couldn't find any information about a person named Jack Mackenzie being a civil engineer.,civil engineer
capital,Guarenas,What is the capital of Plaza?,"I couldn't find any information about a place called ""Plaza"" that has a capital named ""Guarenas"".",Guarenas
father,Robert II of France,"Who is the father of Hedwig of France, Countess of Nevers?","Robert II of France is the father of Hedwig of France, Countess of Nevers.",Robert II of France
place of birth,Newtownabbey,In what city was Joe English born?,I do not have information on a person named Joe English being born in Newtownabbey.,Newtownabbey
father,Aimery II of Narbonne,"Who is the father of Ermengarde, Viscountess of Narbonne?","I couldn't find any information on the father of Ermengarde, Viscountess of Narbonne.",Aimery II of Narbonne
genre,science fiction film,What genre is Mars?,Science fiction film,science fiction film
director,Armand Gatti,Who was the director of Enclosure?,"I couldn't find any information on the director of the film ""Enclosure"" in the provided context.",Armand Gatti
author,Poul Anderson,Who is the author of Brake?,"I couldn't find any information about a book called ""Brake"" written by Poul Anderson.",Poul Anderson
sport,basketball,What sport does Paul Hoffman play?,I don't have enough information to determine which Paul Hoffman you are referring to.,basketball
screenwriter,Niki Karimi,Who was the screenwriter for One Night?,I do not have information on the screenwriter for One Night.,Niki Karimi
director,Berthold Bartosch,Who was the director of The Idea?,Berthold Bartosch was the director of The Idea.,Berthold Bartosch
sport,rugby union,What sport does Angus Macdonald play?,I'm not aware of any information about an individual named Angus Macdonald playing rugby union.,rugby union
director,Ross McLaren,Who was the director of Crash 'n' Burn?,I do not have information on the director of Crash 'n' Burn.,Ross McLaren
producer,Clarence Brown,Who was the producer of When in Rome?,"I'm sorry, I do not have information on the producer of the movie ""When in Rome"".",Clarence Brown
country,Sri Lanka,In what country is Hatnagoda?,I couldn't find any information on a location called Hatnagoda in the provided context.,Sri Lanka
director,Jamshed Usmonov,Who was the director of Angel on the Right?,"I do not have information on the director of the film ""Angel on the Right""",Jamshed Usmonov
director,Alexander Butler,Who was the director of The Night Riders?,"I couldn't find any information on a film called ""The Night Riders"" with a director named Alexander Butler.",Alexander Butler
producer,Carlyle Blackwell,Who was the producer of One of the Best?,"I am sorry, I do not have information on who produced One of the Best.",Carlyle Blackwell
occupation,composer,What is Richard Franck's occupation?,I couldn't find any information about a well-known composer named Richard Franck.,composer
genre,young adult literature,What genre is Now I Know?,"I'm not aware of the specific book ""Now I Know"" in the context of young adult literature. However, I can suggest that it might be a non-fiction book, as the title seems to imply a sense of self-discovery or learning.",young adult literature
screenwriter,Mauritz Stiller,Who was the screenwriter for Erotikon?,Mauritz Stiller was the screenwriter for Erotikon.,Mauritz Stiller
composer,Duke Ellington,Who was the composer of Azure?,Duke Ellington was the composer of Azure.,Duke Ellington
occupation,politician,What is George Lewis's occupation?,I couldn't find any information about a well-known politician named George Lewis.,politician
religion,Evangelical Lutheran Church in America,What is the religion of Living Lutheran?,The religion of Living Lutheran is Evangelical Lutheran.,Evangelical Lutheran Church in America
composer,Hayley Williams,Who was the composer of All We Know?,"I'm not sure who the composer of ""All We Know"" is based on the given context.",Hayley Williams
capital of,Áncash,What is Pomabamba Province the capital of?,Pomabamba Province is the capital of Áncash.,Áncash
producer,Frank Borzage,Who was the producer of Big City?,"I couldn't find any information about a film called ""Big City"" produced by Frank Borzage.",Frank Borzage
place of birth,Birkenhead,In what city was Phil Williams born?,I'm not aware of any information about a person named Phil Williams being born in Birkenhead.,Birkenhead
author,David French,Who is the author of Leaving Home?,"I'm not aware of any information about a book called ""Leaving Home"" by David French.",David French
religion,Catholic Church,What is the religion of Ecclesiastical Statistics?,The religion of Ecclesiastical Statistics is Catholicism.,Catholic Church
author,Charles Stross,Who is the author of Wireless?,Charles Stross is the author of Wireless.,Charles Stross
composer,Felix Mendelssohn,Who was the composer of Die Heimkehr aus der Fremde?,Felix Mendelssohn was the composer of Die Heimkehr aus der Fremde.,Felix Mendelssohn
director,Jeanne Moreau,Who was the director of The Adolescent?,The director of The Adolescent was Jeanne Moreau.,Jeanne Moreau
screenwriter,Hossein Shahabi,Who was the screenwriter for Ghost?,I cannot verify who the screenwriter for Ghost was.,Hossein Shahabi
genre,trance,What genre is Progression?,"I couldn't find any information about the specific term ""Progression"" in the context provided. However, I can tell you that ""Trance"" is a genre of electronic dance music.",trance
country,United States of America,In what country is Brilliant?,"I can't find any information about a place called ""Brilliant"" in the provided context.",United States of America
director,Alfred Zeisler,Who was the director of Fear?,"I couldn't find any information on a person named Alfred Zeisler being the director of a film called ""Fear"".",Alfred Zeisler
genre,jazz,What genre is Waves?,"I'm not sure what you are referring to. There are several things called ""Waves"" in the context of jazz. 

However, I can provide some possible answers:

- ""Waves"" is a 2015 album by the American R&B singer Khalid. 
- ""Waves"" is also a",jazz
director,Tom Ricketts,Who was the director of The Great Question?,I cannot verify who the director of The Great Question is.,Tom Ricketts
genre,death metal,What genre is Deivos?,I couldn't find any information about the band Deivos.,death metal
place of birth,Athens,In what city was Antigoni Goni born?,I couldn't find any information on Antigoni Goni's birthplace in the provided context.,Athens
occupation,diplomat,"What is Charles A. Gillespie, Jr.'s occupation?","I am unable to verify Charles A. Gillespie, Jr.'s occupation.",diplomat
genre,traditional music,What genre is Frifot?,"I couldn't find any information on the genre ""Frifot"" in the provided context.",traditional music
