Category,Entity,Question,Answer
Countries,Argentina,The country where catastrophic flooding hit a major port city and prompted large-scale evacuations and a rising death toll was which one?,"The country where catastrophic flooding hit a major port city and prompted large-scale evacuations was Argentina, as officials reported mounting losses."
Countries,Argentina,In which country did an IMF-supported program coincide with steps to lift foreign-exchange controls and adjust currency rules?,Economic authorities in Argentina moved to lift key foreign-exchange controls alongside an IMF-supported program. The shift aimed to restore market access while trying to contain volatility in prices and capital flows.
Countries,Argentina,Where did lawmakers reject two nominees for the top court in a setback for the executive’s attempt to reshape the judiciary?,Lawmakers in Argentina rejected two nominees for the top court in a setback for the executive. The vote underscored institutional resistance to rapid judicial change and raised the prospect of renewed negotiations.
Countries,Turkey,Which country detained the mayor of its largest city in a case that sparked large demonstrations and political fallout?,Turkey
Countries,Turkey,In which country did wildfires force evacuations and firefighting deployments across multiple western provinces during a severe heat spell?,Turkey faced wildfires that forced evacuations and large firefighting deployments across multiple western provinces.
Countries,Turkey,"After the central bank cut rates by three percentage points to accelerate easing, which country made the move?","After the central bank cut rates by three percentage points, Turkey accelerated its easing cycle."
Countries,Turkey,The country where a magnitude-6 class earthquake shook a northwestern region and prompted emergency checks was which one?,"The country where a magnitude-6 class earthquake shook a northwestern region was Turkey, as emergency teams assessed damage and risks."
Countries,Turkey,"In which country did prosecutors seek an additional arrest order against a jailed opposition figure on new allegations, deepening a political standoff?",Prosecutors in Turkey sought an additional arrest order against a jailed opposition figure on new allegations. The case intensified a broader political standoff and drew fresh criticism from opponents.
Countries,Turkey,"Where did policymakers deliver another interest-rate cut later in the year, signaling continued confidence that inflation pressures were easing?",Policymakers in Turkey delivered another interest-rate cut later in the year. Officials argued the move fit a disinflation path while trying to keep financial conditions stable.
Countries,Israel,"Which country’s parliament rejected a dissolution bid, keeping the governing coalition in place amid intense internal debate?",Israel
Countries,Israel,"In which country did lawmakers pass a measure increasing political influence over judicial appointments, triggering large public controversy?",Israel passed a measure increasing political influence over judicial appointments.
Countries,Israel,"After a ceasefire agreement was approved to pause fighting in Gaza, which country finalized the deal through cabinet and political channels?","After a ceasefire agreement was approved to pause fighting in Gaza, Israel finalized the deal through cabinet and political channels."
Countries,Israel,The country where renewed strikes followed disputes over a ceasefire’s implementation and allegations of violations was which one?,"The country where renewed strikes followed disputes over a ceasefire’s implementation was Israel, amid allegations of violations and counter-claims."
